location,area,details,price,date,agent,agency,link,rooms,bathroom,parking
"Hartamas Heights, Sri Hartamas","Sri Hartamas, Kuala Lumpur","Bungalow  •  Built-up : 14,000 sq. ft.  •  Fully furnished","RM 17,300,000",Posted on 06 Jan 2023 11:33 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/sri-hartamas/sale-102058236/,9+1,13,12
"Skyluxe On The Park Bukit Jalil, Bukit Jalil","Bukit Jalil, Kuala Lumpur","Serviced Residence | Corner lot  •  Built-up : 1,050 sq. ft.  •  Partly furnished","RM 865,000",Posted on 06 Jan 2023 11:32 AM,Claire Choong,Wereg Properties Sdn Bhd,https://www.iproperty.com.my/property/bukit-jalil/skyluxe-on-the-park-bukit-jalil/sale-100402372/,3,2,2
Country Heights Damansara,"Country Heights Damansara, Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 11,000 sq. ft.  •  Partly furnished","RM 9,000,000",Posted on 06 Jan 2023 11:29 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/country-heights-damansara/sale-102058161/,6+1,8,
Country Heights Damansara,"Country Heights Damansara, Kuala Lumpur","Bungalow  •  Built-up : 11,221 sq. ft.  •  Partly furnished","RM 12,800,000",Posted on 06 Jan 2023 11:28 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/country-heights-damansara/sale-103720066/,7+2,11,7
"BANGSAR, Bangsar","Bangsar, Kuala Lumpur","Bungalow | Intermediate  •  Built-up : 10,000 sq. ft.  •  Partly furnished","RM 12,000,000",Posted on 06 Jan 2023 11:26 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bangsar/sale-103278968/,5+1,7,6
"Enclave Bangsar, Bangsar","Bangsar, Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 8,000 sq. ft.  •  Partly furnished","RM 12,000,000",Posted on 06 Jan 2023 11:24 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bangsar/sale-102058268/,6+1,8,6
Bangsar,"Bangsar, Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 10,394 sq. ft.  •  Partly furnished","RM 13,500,000",Posted on 06 Jan 2023 11:24 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bangsar/sale-102058246/,5+1,7,5
"Bangsar Hill, Bangsar","Bangsar, Kuala Lumpur","Bungalow  •  Built-up : 8,061 sq. ft.  •  Partly furnished","RM 8,000,000",Posted on 06 Jan 2023 11:23 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bangsar/sale-102057929/,4+1,7,4
"Bukit Jalil , Bukit Jalil","Bukit Jalil, Kuala Lumpur","Bungalow  •  Built-up : 6,500 sq. ft.  •  Partly furnished","RM 5,000,000",Posted on 06 Jan 2023 11:22 AM,Megan Goh,Polygon Properties,https://www.iproperty.com.my/property/bukit-jalil/ol-sale-104453426/,5+1,4,
Damansara Heights,"Damansara Heights, Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 13,400 sq. ft.  •  Partly furnished","RM 23,000,000",Posted on 06 Jan 2023 11:21 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/damansara-heights/sale-103642008/,5+4,8,
Damansara Heights,"Damansara Heights, Kuala Lumpur","Bungalow  •  Built-up : 11,000 sq. ft.  •  Partly furnished","RM 15,000,000",Posted on 06 Jan 2023 11:19 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/damansara-heights/sale-102102516/,5+2,8,4
"Verticas Residensi, Bukit Ceylon, Bukit Bintang","Bukit Bintang, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,489 sq. ft.  •  Fully furnished","RM 1,200,000",Posted on 06 Jan 2023 11:18 AM,Alicia,Starcity Property,https://www.iproperty.com.my/property/bukit-bintang/verticas-residensi/sale-104347204/,2+1,2,
Taman Duta,"Taman Duta, Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 12,500 sq. ft.  •  Partly furnished","RM 22,000,000",Posted on 06 Jan 2023 11:18 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/taman-duta/sale-102058261/,5+1,6,6
"Papillon Desahill Condominium, Taman Desa","Taman Desa, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,782 sq. ft.  •  Partly furnished","RM 1,680,000",Posted on 06 Jan 2023 11:16 AM,Vernice Lim,Reapfield Properties (HQ) Sdn. Bhd.,https://www.iproperty.com.my/property/taman-desa/papillon-desahill-condominium/sale-104094724/,3+1,3,2
"Kenny Hills, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 10,500 sq. ft.  •  Partly furnished","RM 19,000,000",Posted on 06 Jan 2023 11:14 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-103987242/,5+2,6,6
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","Serviced Residence  •  Built-up : 1,565 sq. ft.  •  Partly furnished","RM 1,450,000",Posted on 06 Jan 2023 11:12 AM,Benjamin Lai,Focus Estate Agency Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-jalil/the-park-sky-residence/ol-sale-104208499/,3+1,4,2
"Ooak Serviced Apartments @ Kiara 163, Mont Kiara","Mont Kiara, Kuala Lumpur",Serviced Residence  •  Built-up : 816 sq. ft.,"RM 1,100,000",Posted on 06 Jan 2023 11:12 AM,Thoriq Suparman,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/mont-kiara/ooak-serviced-apartments-kiara-163/ol-sale-104405003/,2,2,1
"TTDI, Taman Tun Dr Ismail","Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Partly furnished","RM 1,750,000",Posted on 06 Jan 2023 11:11 AM,Eddie Hi,HARTAMAS REAL ESTATE (MALAYSIA) SDN. BHD.,https://www.iproperty.com.my/property/taman-tun-dr-ismail/sale-100678099/,4,4,
"Kenny Hills, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 11,000 sq. ft.  •  Partly furnished","RM 22,500,000",Posted on 06 Jan 2023 11:11 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102058263/,5+2,7,9
"Bukit Tunku, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 12,000 sq. ft.  •  Partly furnished","RM 8,500,000",Posted on 06 Jan 2023 11:11 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102058267/,6+1,7,8
"TIJANI, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 14,700 sq. ft.  •  Partly furnished","RM 25,000,000",Posted on 06 Jan 2023 11:10 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102058276/,5+5,10,8
"KENNY HILLS / BUKIT TUNKU, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 26,369 sq. ft.","RM 45,000,000",Posted on 06 Jan 2023 11:10 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102523713/,7+5,12,12
"Bukit Tunku, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 11,000 sq. ft.  •  Fully furnished","RM 22,500,000",Posted on 06 Jan 2023 11:04 AM,Felicia Lee,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-103057004/,5+2,7,7
"Bukit Tunku, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 15,020 sq. ft.  •  Unfurnished","RM 15,000,000",Posted on 06 Jan 2023 11:04 AM,Felicia Lee,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-103339500/,6+2,8,5
"Bukit Tunku, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Intermediate  •  Built-up : 26,369 sq. ft.  •  Unfurnished","RM 45,000,000",Posted on 06 Jan 2023 11:04 AM,Felicia Lee,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102734184/,6+2,10,10
Taman Desa,"Taman Desa, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,700 sq. ft.","RM 1,350,000",Posted on 06 Jan 2023 11:02 AM,Rasyadan Hussin,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/taman-desa/sale-104404942/,4,3,2
"Majestic Maxim, Taman Len Seng, Cheras","Cheras, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 819 sq. ft.  •  Unfurnished,"RM 468,000",Posted on 06 Jan 2023 11:01 AM,Audrey Lim,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/cheras/majestic-maxim/sale-104420200/,3,2,1
"Majestic Maxim, Taman Len Seng, Cheras","Cheras, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 650 sq. ft.  •  Unfurnished,"RM 358,000",Posted on 06 Jan 2023 11:01 AM,Audrey Lim,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/cheras/majestic-maxim/sale-103461063/,2,2,1
"Concerto North Kiara, Dutamas","Dutamas, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,876 sq. ft.  •  Partly furnished","RM 1,100,000",Posted on 06 Jan 2023 10:57 AM,Nicholas Lee,Ideal Property Consultant,https://www.iproperty.com.my/property/dutamas/concerto-north-kiara/sale-104149416/,3+1,4,2
"Concerto North Kiara, Dutamas","Dutamas, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,013 sq. ft.  •  Partly furnished","RM 1,175,000",Posted on 06 Jan 2023 10:57 AM,Nicholas Lee,Ideal Property Consultant,https://www.iproperty.com.my/property/dutamas/concerto-north-kiara/sale-104338560/,3+1,5,2
Bangsar,"Bangsar, Kuala Lumpur","2.5-sty Terrace/Link House | Intermediate  •  Built-up : 2,500 sq. ft.  •  Fully furnished","RM 2,220,000",Posted on 06 Jan 2023 10:47 AM,Sarikha Kandasamy,Maxxan Realty - HQ,https://www.iproperty.com.my/property/bangsar/sale-103919526/,4+1,4,
"Kenny Hills Residence, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Condominium | Dual key  •  Built-up : 3,627 sq. ft.  •  Partly furnished","RM 3,300,000",Posted on 06 Jan 2023 10:41 AM,Carol Yong,Cornerstone Xstate Sdn Bhd - Listing Jacket,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/kenny-hills-residence/sale-104432005/,4+1,5,3
"The Mansion, Desa ParkCity, Desa ParkCity","Desa ParkCity, Kuala Lumpur","3-sty Terrace/Link House  •  Built-up : 6,084 sq. ft.","RM 6,300,000",Posted on 06 Jan 2023 10:21 AM,Priscillia Ku,Cornerstone Xstate Sdn Bhd,https://www.iproperty.com.my/property/desa-park-city/sale-102165122/,5+1,6,2
"The Mansions, Desa ParkCity, Desa ParkCity","Desa ParkCity, Kuala Lumpur","2.5-sty Terrace/Link House  •  Built-up : 4,376 sq. ft.","RM 5,800,000",Posted on 06 Jan 2023 10:19 AM,Priscillia Ku,Cornerstone Xstate Sdn Bhd,https://www.iproperty.com.my/property/desa-park-city/sale-101994701/,3+1,6,3
"Inspirasi, Mont Kiara","Mont Kiara, Kuala Lumpur",Condominium  •  Built-up : 940 sq. ft.  •  Unfurnished,"RM 720,000",Posted on 06 Jan 2023 10:17 AM,Lucas Liew,Big Plus Properties Sdn. Bhd. (Mont Kiara),https://www.iproperty.com.my/property/mont-kiara/inspirasi/sale-104483676/,3,2,2
"Pavilion Ceylon Hill, Bukit Ceylon, KL City","KL City, Kuala Lumpur","Serviced Residence  •  Built-up : 1,165 sq. ft.  •  Partly furnished","RM 1,450,000",Posted on 06 Jan 2023 10:12 AM,Yasmeen Kok,Dutama Properties,https://www.iproperty.com.my/property/kl-city/pavilion-ceylon-hill/sale-102255176/,2+1,2,1
"ADORA, Desa ParkCity","Desa ParkCity, Kuala Lumpur","3-sty Terrace/Link House | Corner lot  •  Built-up : 2,500 sq. ft.  •  Fully furnished","RM 2,880,000",Posted on 06 Jan 2023 10:09 AM,Eva Koi,CID Realtors Sdn. Bhd. -  Sunway,https://www.iproperty.com.my/property/desa-park-city/sale-104431922/,4+1,4,2
"Bukit Damansara, Damansara Heights","Damansara Heights, Kuala Lumpur","Bungalow | Intermediate  •  Built-up : 10,000 sq. ft.  •  Partly furnished","RM 10,500,000",Posted on 06 Jan 2023 10:08 AM,Jess Wong,Tech Realtors Properties Sdn. Bhd.,https://www.iproperty.com.my/property/damansara-heights/sale-104284230/,7+2,7,4
"Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut","Segambut, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,021 sq. ft.  •  Partly furnished","RM 585,000",Posted on 06 Jan 2023 10:07 AM,Jordan Chang,E Trend Realty - Kepong,https://www.iproperty.com.my/property/segambut/scenaria-north-kiara-hills/sale-104453821/,2,2,2
"Tiffani Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,239 sq. ft.  •  Fully furnished","RM 1,250,000",Posted on 06 Jan 2023 10:01 AM,Angelyn Fong,Chester Properties Sdn Bhd (HQ),https://www.iproperty.com.my/property/mont-kiara/tiffani-kiara/sale-102161953/,3+1,4,2
"The Mansions Desa Parkcity, Desa ParkCity","Desa ParkCity, Kuala Lumpur","3-sty Terrace/Link House | Intermediate  •  Built-up : 6,088 sq. ft.  •  Partly furnished","RM 6,300,000",Posted on 06 Jan 2023 09:58 AM,Eva Koi,CID Realtors Sdn. Bhd. -  Sunway,https://www.iproperty.com.my/property/desa-park-city/sale-103999774/,5+2,7,4
"Residensi 22, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,243 sq. ft.  •  Partly furnished","RM 2,300,000",Posted on 06 Jan 2023 09:54 AM,Anna Ding,STARLIGHT PROPERTY SDN BHD,https://www.iproperty.com.my/property/mont-kiara/residensi-22/sale-101709193/,3+1,3,2
"The Mansions Desa Parkcity, Desa ParkCity","Desa ParkCity, Kuala Lumpur","3.5-sty Terrace/Link House | Intermediate  •  Built-up : 6,526 sq. ft.  •  Partly furnished","RM 6,450,000",Posted on 06 Jan 2023 09:53 AM,Eva Koi,CID Realtors Sdn. Bhd. -  Sunway,https://www.iproperty.com.my/property/desa-park-city/sale-103999773/,5+2,7,4
"The Capsquare Residences, City Centre","City Centre, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 5,285 sq. ft.  •  Partly furnished","RM 2,450,000",Posted on 06 Jan 2023 09:51 AM,Felicia Lau,The Roof Realty - Kuchai Lama,https://www.iproperty.com.my/property/city-centre/the-capsquare-residences/sale-101287930/,4+1,6,2
"Arte Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur",Serviced Residence | Duplex  •  Built-up : 944 sq. ft.  •  Unfurnished,"RM 800,000",Posted on 06 Jan 2023 09:50 AM,Alvin Ng,Goldmine Properties,https://www.iproperty.com.my/property/mont-kiara/arte-mont-kiara/sale-103010954/,2,3,2
"Menjalara 18, Bandar Menjalara","Bandar Menjalara, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,316 sq. ft.","RM 685,000",Posted on 06 Jan 2023 09:47 AM,Cass Bay,CID Realtors Sdn. Bhd. -  Sunway,https://www.iproperty.com.my/property/bandar-menjalara/menjalara-18/sale-104352945/,3,2,2
"Arte Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 494 sq. ft.  •  Partly furnished,"RM 380,000",Posted on 06 Jan 2023 09:46 AM,Alvin Ng,Goldmine Properties,https://www.iproperty.com.my/property/mont-kiara/arte-mont-kiara/sale-101542950/,1,1,1
Taman Tun Dr Ismail,"Taman Tun Dr Ismail, Kuala Lumpur","Semi-detached House  •  Built-up : 4,700 sq. ft.","RM 2,100,000",Posted on 06 Jan 2023 09:44 AM,Yasmin Sulaiman,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/taman-tun-dr-ismail/sale-104483536/,6,4,4
"TAMAN ESPLANAD, Bukit Jalil","Bukit Jalil, Kuala Lumpur","Semi-detached House | Corner lot  •  Built-up : 5,141 sq. ft.  •  Partly furnished","RM 5,120,000",Posted on 06 Jan 2023 09:39 AM,Patrick Tan,Propnex Realty Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-jalil/sale-104045425/,5,6,4
"Cheras Hartamas, Cheras","Cheras, Kuala Lumpur","4-sty Terrace/Link House | Intermediate  •  Built-up : 3,191 sq. ft.","RM 1,200,000",Posted on 06 Jan 2023 09:34 AM,Cindy Yew,Avenew Realty,https://www.iproperty.com.my/property/cheras/sale-104016564/,5+1,5,
"Bukit Tunku, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 5,000 sq. ft.  •  Partly furnished","RM 19,800,000",Posted on 06 Jan 2023 09:33 AM,Brandon Lim,Reapfield Properties (HQ) Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-104184148/,4+3,6,12
"Aira Residence, Damansara Heights","Damansara Heights, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,894 sq. ft.  •  Partly furnished","RM 2,880,000",Posted on 06 Jan 2023 09:04 AM,TH Lee,Propnex Realty Sdn. Bhd.,https://www.iproperty.com.my/property/damansara-heights/aira-residence/sale-103423622/,3+1,3,2
"TTDI, Taman Tun Dr Ismail","Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House  •  Built-up : 2,200 sq. ft.  •  Partly furnished","RM 1,750,000",Posted on 06 Jan 2023 08:53 AM,Pat Kok,Ace Realty,https://www.iproperty.com.my/property/taman-tun-dr-ismail/sale-100526082/,4+1,3,
"Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 32,000 sq. ft.","RM 35,000,000",Posted on 06 Jan 2023 08:50 AM,Mac Chia,CID Realtors Sdn Bhd,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-104066127/,6+2,8,12
Taman Tun Dr Ismail,"Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House  •  Built-up : 2,300 sq. ft.","RM 1,780,000",Posted on 06 Jan 2023 08:49 AM,Pat Kok,Ace Realty,https://www.iproperty.com.my/property/taman-tun-dr-ismail/sale-102083008/,4,3,
"The Estate, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium | Penthouse  •  Built-up : 4,187 sq. ft.  •  Partly furnished","RM 4,600,000",Posted on 06 Jan 2023 08:35 AM,Winnie Tang,KKLAND PROPERTIES,https://www.iproperty.com.my/property/kampung-kerinchi-bangsar-south/the-estate/sale-102586417/,5+2,5,5
"Altris Residences @ The Quartz WM, Wangsa Maju","Wangsa Maju, Kuala Lumpur",Serviced Residence | Duplex  •  Built-up : 646 sq. ft.,"RM 360,000",Posted on 06 Jan 2023 08:29 AM,Joyce Yap,Duxton Property Sdn Bhd,https://www.iproperty.com.my/property/wangsa-maju/altris-residences-the-quartz-wm/sale-103576173/,2,2,1
"Vipod Residence, KLCC","KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,299 sq. ft.","RM 1,380,000",Posted on 06 Jan 2023 08:29 AM,Neou WP,Dutama Properties,https://www.iproperty.com.my/property/klcc/vipod-residence/sale-102247331/,2+1,2,2
"St Mary Residences, KLCC, City Centre","City Centre, Kuala Lumpur","Serviced Residence | Intermediate  •  Built-up : 1,442 sq. ft.  •  Fully furnished","RM 1,350,000",Posted on 06 Jan 2023 08:28 AM,Neou WP,Dutama Properties,https://www.iproperty.com.my/property/city-centre/st-mary-residences/sale-103798749/,2+1,2,1
"Emerald Hills, Cheras, Alam Damai, Cheras","Cheras, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,484 sq. ft.  •  Unfurnished","RM 1,380,000",Posted on 06 Jan 2023 08:27 AM,Joanne Ong,Reapfield Properties (HQ) Sdn. Bhd.,https://www.iproperty.com.my/property/cheras/sale-104431768/,4,4,2
"Quinn Residence, Taman Wangsa Maju, Wangsa Maju","Wangsa Maju, Kuala Lumpur",Condominium  •  Built-up : 689 sq. ft.  •  Partly furnished,"RM 390,000",Posted on 06 Jan 2023 08:25 AM,Joyce Yap,Duxton Property Sdn Bhd,https://www.iproperty.com.my/property/wangsa-maju/quinn-residence/sale-100501032/,2,2,1
"Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 21,000 sq. ft.  •  Fully furnished","RM 21,000,000",Posted on 06 Jan 2023 08:23 AM,Mac Chia,CID Realtors Sdn Bhd,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-104404534/,6+5,8,10
"Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 36,000 sq. ft.","RM 45,000,000",Posted on 06 Jan 2023 08:22 AM,Mac Chia,CID Realtors Sdn Bhd,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102529971/,8+3,12,12
"Stonor 3, KLCC","KLCC, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,232 sq. ft.  •  Fully furnished","RM 1,700,000",Posted on 06 Jan 2023 01:42 AM,JOSHUA WONG,HARTAMAS REAL ESTATE (MALAYSIA) SDN. BHD.,https://www.iproperty.com.my/property/klcc/stonor-3/sale-104280809/,3,3,2
"Hartamas Heights, Mont Kiara","Mont Kiara, Kuala Lumpur","Bungalow  •  Built-up : 13,041 sq. ft.","RM 15,500,000",Posted on 06 Jan 2023 01:15 AM,Sean Tan,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/mont-kiara/sale-103327627/,5+2,6,4
"Sunway Mont Residences, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,122 sq. ft.","RM 1,030,000",Posted on 06 Jan 2023 01:00 AM,Sean Tan,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/mont-kiara/sunway-mont-residences/sale-100584656/,3,2,2
